word1,word1_FE,word2,word2 FE,generated_sentence
elder,Event_description,trust,Landmark_entity,from this climate william godwin developed what many consider the first expression of modern diamond trust elder brother first displayed symptoms of delicate health
elder,Time,trust,Participant2,which was destined to go to his elder anarchist associates s trust and confidence in her
elder,Place,trust,Participant2,russian revolutionary mikhail bakunin and his collectivist alexander had an elder sister called unk s trust and confidence in her
elder,Goal,trust,Result,where tiberius had lived after divorcing julia the elder taken place little trust in this narrative
elder,Distance,trust,Event,trust free flight which he changes to unk after the death of the elder sibling trust free flight
elder,Profiled_region,trust,Landmark,as his widow agrippina the elder publish an alan turing edition of the board game monopoly
elder,Context_of_acquaintance,trust,Person,anarchist and his father gave him a job as manager of the elder speer s he d trust with a film
elder,Time,trust,Dependent_state,the family of antoninus pius and faustina the elder also represents one of the few periods in ancient roman position of trust
elder,Degree,trust,Relatives,julia the elder influence of communicator credibility in different kinds of persuasion and examinations of the trust worthiness of the speaker
elder,Participant,trust,Events,the trust has programmes encouraging unk writers and the preservation of the island s history of pliny the elder
elder,Alter,trust,Relatives,influence of communicator credibility in different kinds of persuasion and examinations of the trust worthiness of the speaker elder
elder,Circumstances,trust,Explanation,abby may was granted a sum from her father s estate which was put into a trust the elder son
elder,Duration,trust,Events,the trust has programmes encouraging unk writers and the preservation of the island s history by pliny the elder pytheas says that the unk
competition,State,imagine,Parameter,commission for the protection of economic competition which holds the state of life as most men imagine commission for the protection of economic competition
competition,Individuals,imagine,Mass,to imagine how the atom s constituent parts might interact with each other were few days of competition
competition,Explanation,imagine,Circumstances,more complex and distant than we can imagine on the basis of our present state of knowledge would without a central government
competition,Time,imagine,Figures,be competition among different brands of law there is a than we can imagine on the basis of our present state of knowledge
competition,Practitioner,imagine,Activity,imagine you are unk the british computer society has awarded a medal in her name and in 2008 initiated an annual competition for women
competition,Particular_iteration,imagine,Explanation,the competition with unk was extended in summer carried the iliad individual to imagine situations involving spiders
competition,Use,imagine,Medium,as most men imagine in which the writer proposes a scholarly competition between himself and another scribe regarding everyday calculation tasks such as accounting
suit,Ground,unity,Figures,essentially there were two grades of suit unity much deeper and more fundamental than anything that can be conferred by an ideology
suit,Degree,unity,Individuals,not an arrangement that seemed to suit aristophanes since he appears to have used these same directors many nth roots of unity
suit,Circumstances,unity,Recipient,labor unity generally supported and schweickart tested the full lunar eva suit with its portable life support system outside the lm
suit,Landmark,unity,Time,unity to aldrin remarked that moving from sunlight into eagles shadow produced no temperature change inside the suit
suit,Time,unity,Landmark,in a public suit the litigants each had three hours to establish new vehicles of unity
suit,Container_possessor,unity,Individuals,of activities to test the suit party unity and ensure the loyalty of his fellow liberals
suit,Result,unity,Explanation,remarked that moving from sunlight into eagles shadow produced no temperature change inside the suit transferred break the unity of the lombards
suit,Agent,unity,Time,of talking in order to suit television by roots of unity is sometimes called its cyclotomic closure
suit,Particular_iteration,unity,Time,of national unity the declaration that moving from sunlight into eagles shadow produced no temperature change inside the suit
suit,Circumstances,unity,Explanation,theme of unity clash an arrangement that seemed to suit aristophanes since he appears to have used these same directors in many later
suit,Goal,unity,Explanation,in the suit filed by attorney richard bernstein of the law offices of sam bernstein in farmington hills helped breed national unity and patriotism
suit,Precision,unity,Multiplier,the world s largest muslim community within the bounds grades of suit one nation is in indonesia
suit,Path,unity,Explanation,but has had difficulty the paper lost the suit and was attracting break the unity of the lombards
description,Place,title,Circumstances,anarchism is often written copyright as a form of protection provided by the laws of the united states title 17
description,Item,title,Circumstances,only two people to it is illegal for individual albertans to own or keep norwegian rats of any description only two people
description,Circumstances,title,Use,mile s development for the 5200 and advertised as a launch title but never officially released mile s
description,Possessor,title,Attachment,of the enclosure used to mean something similar head of the enclosure used to mean something similar
description,Item,title,Type,she never won a wta title such as the description of a recent unk execution hampered by having only particular world view
description,Ground,title,Figures,there are some description languages which are optimal title many private clubs and religious organizations may not be bound by title iii
description,Degree,title,Individuals,not amount detective novels edmund wilson alludes to it in the title of his wellknown attack on detective fiction
description,Denoted_quantity,title,Degree,other tyrannosaurids that were performed was also published under the same title by lorrimer in the uk and grove press in us coercive measures
description,Ground,title,Directness,the title there exists a constant l which only depends on the particular axiomatic system and the choice of description language such
description,Degree,title,Mass,the corporations hold title including subsurface title in amount who exhibited the social revolt characteristics of later anarchists
description,Circumstances,title,Explanation,they are derived from the description by early unk of would go on to win the title a further three times
description,Mass,title,Degree,there would be an abstract of title lists all the acoustic theory is the field relating to mathematical description of sound
description,Explanation,title,Focal_occasion,he was called unk the truthful and was known by that title among later the early analysis of the device
description,Explanation,title,Communicator,he adopted the title of king of galicia and to refer to as unk description the leaves of acacias are compound pinnate in general
description,Activity,title,Governed,description of anglican becomes a ruler of armenia he also awarded the title queen of kings to cleopatra
description,Context_of_acquaintance,title,Origin,the description was translated into english alexander took the persian title king of kings shahanshah and adopted some
description,Means,title,Time,of standard unk facilities in its description and the lack of interest in the language by large computer vendors other title midyear
description,Time,title,Means,title iv telecommunications title iv of the ada amended the landmark communications act of 1934 primarily description given
description,Circumstances,title,Place,means that this title to doubt whether a widespread entity that met the description of alqaeda existed
description,Degree,title,Quantity,and ali confirmed that title description with a few consider the first expression of modern anarchist thought
description,Context_of_acquaintance,title,Person,an the description was translated into poet unk used the form allah as the title of a poem about the ultimate deity
description,Landmark,title,Time,although the title of the archimandrite may be given to and to the description of thucydides
description,Denoted_quantity,title,Mass,other tyrannosaurids some american individualists of the unk believed it must continually be in use to retain title
description,Medium,title,Communicator,the fact that title iii to call the second one has no obvious simple description using the same character set other than
description,Whole,title,Part,ammianus work contains a detailed description of the tsunami in alexandria which devastated the metropolis and the shores western right to
description,Place,title,Product,quad the length of the shortest description will depend on the choice of description language but the be considered influential when title iv took
description,Particular_iteration,title,Time,title including a description of a king and his army of knights that slept under it
description,Precision,title,Unit,years two his description of the unk arm was about two thousand years ahead of its time years
description,Unit,title,Precision,his description of the unk arm was about two two years on the title his description of the unk arm was about two
description,Result,title,Explanation,stylebook 1994 is defined as an acceptable description for a resident of the united states transferred in us
description,Circumstances,title,Event,the flagship title s second cross with the classification and description of phenomena in the sky the flagship title s second
description,Time,title,Agent,and narrative description of the thrown by a title that cauchy set great store and narrative description of the
description,Explanation,title,Interested_party,from the description of the burial of hiram unk importance communications act of 1934 primarily by adding section
description,Mass,title,Individuals,representations of algorithms can be classed into three accepted levels of turing machine description implementation of nearly a of dubious title
description,Denoted_quantity,title,Individuals,it grew quickly to a membership of nearly other tyrannosaurids of sister title the spectacular spiderman
description,Individuals,title,Denoted_quantity,it grew quickly to a membership of nearly alexander took the persian title king of kings shahanshah and adopted description languages which are optimal
description,Individuals,title,Mass,american individualists of the unk believed it must continually be in use to retain title of nearly a description languages which are optimal
description,Medium,title,Place,string those facilities must still comply with the provisions of title iii of the ada to the maximum extent feasible but acts string
description,Medium,title,Event_description,is a description of the object in that language the title role in unk is a description of the object in that language
description,Event,title,Distance,p is a description of x took the title of prince after p is a description of x
description,Medium,title,Genre,is a nontechnical explanation of ptolemy s almagest accounts of more americans with disabilities than any other ada title
description,Genre,title,Medium,s translated title accounts from aisha her description of abu bakr he was a man with fair skin
description,Expressor,title,Circumstances,new description d is approximately l d l p l d the length of p is a constant that does 35 new
description,Individuals,title,Degree,and achieved some it is not hard to see that the minimal description of a string can not be too
description,Unit,title,Relative_time,perlis gave a vivid description of the meeting the meetings were exhausting national hero of azerbaijan is the highest national title in the country
description,Mass,title,Quantity,and ali confirmed that title acoustic theory is the field relating to mathematical description of sound few hours after the reichstag fire in berlin
description,Container_possessor,title,Relative_location,and the title used varied depending on geographical areas in this brief description have attracted much scholarly commentary
description,Event,title,Landmark_event,p is a description of x after the judo master yano becomes the title character s
description,Result,title,Circumstances,musicologists and other specialists engaged in the description and interpretation of cultural formed allah as the title of a poem about the ultimate deity
description,Donor,title,Explanation,although the title of the archimandrite may contributed in the description of the babylonian although the title of the archimandrite may
description,Explanation,title,Donor,strikingly accurate description of his future wife contributed title strikingly accurate description of his future wife
description,Origin,title,Context_of_acquaintance,who could have been given the title of the first gentleman who cites a description given by priscus
description,Type,title,Cause,from his description of a water a 1996 film set on the island took that term as its title unk
description,Activity,title,Leader,and his title augustus became the permanent titles rather hooker s description is a hierarchy authority
description,Circumstances,title,Time,two other reasons for this title are that he certain they are derived from the description by early unk of
description,Medium,title,Use,is a nontechnical explanation of ptolemy s almagest books books under the title agatha christie s marple
description,Result,title,Place,of protection provided by the laws of the united states title 17 musicologists and other specialists engaged in the description and interpretation of cultural
description,Place,title,Explanation,collectivist anarchists oppose all private ownership joseph conrad gave a brief description of amsterdam as seen that he shifted the focus from the title
description,Donor,title,Path,a description of a statistical model from indian physicist satyendra nath bose receiving the title of dey
description,Dimension,title,Standard,description the nucleus of the estate the honorary title of abbot continued to be held by certain small affinity group based organization
description,Medium,title,Time,is a description of the object in that language part it decided that title i of the americans with
description,Mass,title,Q_prop,there are exceptions to this title many acoustic theory is the field relating to mathematical description of sound
description,Person,title,Context_of_acquaintance,described it thus this is a description of a planetarium or orrery who could have been given the title of the first gentleman
description,Origin,title,Person,was stripped of her imperial title and retired to a monastery cites a description given by priscus
description,Person,title,Origin,described it thus this is a description of a planetarium or orrery could serve as the head of a monastery
description,Medium,title,Beneficiary,is known for its description of contagious diseases and sexually transmitted disease s life of that title
description,Expressor,title,Time,new description d is approximately l d l p l d the length of p is a constant that does universe title at age
description,Particular_iteration,title,Cause,a description of a king and his army of knights that slept under it includes two in a book of the same title
description,Cause,title,Particular_iteration,subsurface title in many cases includes two description of st elmo s fire in the ship s rigging
description,Degree,title,Q_prop,these findings may give explanation to description with a few there are exceptions to this title
description,Activity,title,Circumstances,to hold the title countess to continue lovell gave the first description of what the lunar surface looked to hold the title countess
description,Explanation,title,Circumstances,as an honorary title to a clergyman who is not actually the head of a monastery has given providers description
description,Donor,title,Circumstances,to aristotle by muslim scholars in the description of the babylonian given to aristotle by muslim scholars
description,Donor,title,Place,publicly supported programs are often inadequate or in the description of the babylonian the title master child
description,Explanation,title,Place,these terms are important because they allow the albedo to be calculated for any the title master description
description,Figures,title,Directness,the title along there it is locally referred to as unk description the leaves of acacias are compound pinnate in general
description,Result,title,Path,its importance from the description of the burial of hiram unk the growth the focus from the title character
description,Place,title,Activity,title v miscellaneous provisions title v technical description the asteroids arcade machine is a vector game and urban centers
description,Time,title,Domain,the such as the description of a recent unk execution hampered by having only one electric legislature meetings
description,Time,title,Leader,such as the description of a recent unk execution hampered by having only one electric and the title of aga the legislature
description,Result,title,Goal,to win the title stylebook 1994 is defined as an acceptable description for a resident of the united states
description,Explanation,title,Time,the name achilleus was a common and from this title name description in homer s iliad he is described as of great
description,Relatives,title,Alter,to the choice of description language is discussed below of ya sin the title of the 36th sura of the qur an
description,Medium,title,Topic,for world title matches epic is known for its description of contagious diseases and sexually transmitted disease s
description,Time,title,Result,it is illegal for individual albertans to own or keep norwegian rats of any description the animals can be keep achilles the title
description,Time,title,Conqueror,vary in their description of the several realms that are described to capture his second australian open title
description,Time,title,Activity,such as the description of a recent unk execution hampered by having only one electric of presidential election
description,Activity,title,Domain,lincoln reached out to war democrats and managed his own reelection in description of anglican presidential meetings
description,Activity,title,Time,as frank bowe predicted when he testified as the lead witness on title iii in description of anglican presidential election
description,Explanation,title,Result,norwegian rats of any description the animals can be kept in the province by only zoos the title honor
description,Result,title,Recipient,plato realized that a method title conclusions a full quantitative description of the ionic basis of the action potential
description,Genre,title,Beneficiary,of that title poetry from aisha her description of abu bakr he was a man with fair skin
description,Practitioner,title,Activity,description of the computer title v miscellaneous provisions title v industry ever description of the computer
description,Medium,title,Text,is known for its description of contagious diseases and sexually transmitted disease s book of that title
description,Intermediary,title,Medium,of text quad the length of the shortest description will depend on the choice of description language but the effect of changing
description,Circumstances,title,Concept_2,the title abbot was extended references to a connection with the description of that organ see stomach
description,Standard,title,Dimension,stature a title that cauchy set great contributors to the development of animation in the early years
description,Type,title,Color,from his description of a white as in the song title do nt it make my
description,Genre,title,Topic,for world title matches greek poetry along from aisha her description of abu bakr he was a man with fair skin
description,Possession,title,Explanation,an abstract of title lists all the along with a description of darwin s own of a piece handwriting or that of his mother
description,Cause,title,Time,description of st elmo s fire in the ship s rigging title included in some editions of grahame s novel
description,Explanation,title,Text,a latin text entitled speculum unk stated the following regarding referred to as unk description the leaves of acacias are compound pinnate in general
description,Place,title,Item,one written definition of discrimination under title iii of the ada is a failure to remove architectural barriers in existing facilities
description,Genre,title,Use,from aisha her description of abu bakr he was a man with fair skin books under the title agatha christie s marple material
description,Degree,title,Standard,description the nucleus of the estate the honorary title of abbot continued to be held by certain small farm of
description,Circumstances,title,Item,in a study titled development and classification of an operational definition object in a description language
offend,Circumstances,story,Explanation,not offend loyalist opinion would become one of the most iconic scenes in spiderman s history
offend,Explanation,story,Result,of driving the story and the plot transferred that their military actions would not offend loyalist opinion
offend,Explanation,story,Place,the federalist kurosawa searched for a story he could use to formed old woman and warning arachne not to offend the deities
offend,Circumstances,story,Expressor,the story of ajax was frequently made use of by woman and warning arachne not to offend the deities new
offend,Origin,story,Context_of_acquaintance,contains the story of a unk who old woman and warning arachne not to offend the deities
offend,Circumstances,story,Place,not offend loyalist opinion the story indicates that epimenides possibility transition to a communist system of distribution according to need
offend,Origin,story,Person,isaac asimov s short story what if is about a couple old woman and warning arachne not to offend the deities
offend,Circumstances,story,Time,from a short story behaviors by age woman and warning arachne not to offend the deities
offend,Explanation,story,Particular_iteration,the whole story has been erroneously assumed form of an old woman and warning arachne not to offend the deities
offend,Explanation,story,Circumstances,and the sculptors tried to create forms a story arc old woman and warning arachne not to offend the deities
brother,Possessor,secret,Attachment,over antony s secret will while his brother constructed the throat and larynx over antony s secret will
brother,Container_possessor,secret,Circumstances,anarchist and brother had all been country that is about to be conquered by its neighbors
brother,Individuals,secret,Mass,albanians continued to practice in secret were few of his brother s affairs bell took over his last student
brother,Event,secret,Group,conception that paris was a coward and not the man his brother hector was is sometimes secret
brother,Means,secret,Time,by his brother abdul aziz while he wished to extort from them assent to his results
brother,Time,secret,Means,produced by the germans new unk secret writer machine who was brother of mark antony and supported
brother,Circumstances,secret,Place,were said to have a secret literature see large sum of money and accompanied his brother
brother,Place,secret,Circumstances,down it clear that this is not secret history although references in operation chaos to degaussing the effects of cold iron
brother,Container_possessor,secret,Domain,by his brother set the choice being by the secret votes of the nuns belonging to the
brother,Domain,secret,Container_possessor,the recipe for this poison was a household secret that differed from family set and took ginsberg and his brother eugene to party meetings
brother,Landmark,secret,Time,with no one except mary jane able to recall that parker is spiderman although he soon reveals his secret identity to her brother
brother,Time,secret,Landmark,it stipulated that a brother of king louis was to hand over antony s secret will
brother,Particular_iteration,secret,Time,and catalan for slang is a secret language used by various including nobel s younger brother emil
brother,Individuals,secret,Container_possessor,the recipe for this poison was a household secret that differed from family party leaving his brother junius with
brother,Place,secret,Explanation,anarchist historian george woodcock reports that the annual congress of the international had not could take his brother along of high tech secret agents
brother,Precision,secret,Unit,could learn the secret of purifying gold two crusades with his brother could learn the secret of purifying gold
brother,Result,secret,Explanation,her off with her brother transferred their chief priestess to hand over antony s secret will
brother,Origin,secret,Person,anquetil du perron from the persian translation of prince dara shikoh entitled unk the great secret police religious
brother,Agent,secret,Time,and a different definition of secret thrown by his brother and a different definition of secret
brother,Agent,secret,Means,a bomb was produced by the germans new unk secret writer machine his brother unknown party near the conclusion of the rally
brother,Explanation,secret,Circumstances,employ of the british secret service responsible would not seek revenge against her over his brother s
brother,Organization,secret,Container_possessor,secret agent kingdom as his nephew s tutor and he also seized the money his brother had deposited on behalf of the child ladislaus
brother,Subregion,secret,Attachment,over antony s secret will members of the communist party and took ginsberg and his brother eugene to party meetings
brother,Place,secret,Intermediary,in writing no yama unk which recreated 400 years of japan s history from the perspective of a secret magical family with psychic abilities
brother,Medium,secret,Genre,public life began with the accession of his third brother accounts of the hobgoblin s secret identity
brother,Genre,secret,Medium,such as the secret relationship between blacks and jews published by the nation of islam accounts she wrote to ginsberg s brother eugene
brother,Product,secret,Proprietor,work practical approach to a near real time recovery of secret keys from unk without the need for either cipher text grew accordingly
brother,Expressor,secret,Circumstances,andrew followed his brother as an apprentice in selby s shop at the unk secret writer machine new
brother,Direction,secret,Event,within a few hours after his brother s were killed to keep the exact location a secret
brother,Event,secret,Landmark_event,uncle of arthur after that case poirot apparently came to the attention of the british secret service
brother,Context_of_acquaintance,secret,Person,anarchist and associated closely with ernest munch the brother of his former he noted that the tsar s secret
brother,Person,secret,Context_of_acquaintance,anarchist experiments were shortlived due to harassment by the tsarist secret and the brother of an
brother,Context_of_acquaintance,secret,Origin,he was reunited with his brother john who had emigrated to california years before who is mistaken for a government secret agent
brother,Person,secret,Origin,from giving secret briefings convinced by the advice of his brother and other from giving secret briefings police
brother,Time,secret,Circumstances,but he and his brother john were unable to seen as a employ of the british secret service
brother,Time,secret,Place,but he and his brother john were unable to were said to have a secret literature see palpable locally and globally
brother,Duty,secret,Place,necessary evil but argue that citizens do not have a moral he carried a sealed letter with a secret mission by brother jacques
brother,Medium,secret,Author,promoted certain nationalization schemes which presented the secret appeared over the initials akm of public service
brother,Genre,secret,Author,she wrote to ginsberg s brother eugene which presented the secret life she wrote to ginsberg s brother eugene
brother,Phenomenon,secret,Degree,promoted certain nationalization life began with the accession of his third brother secret life began with the accession of his third brother
brother,Phenomenon,secret,Time,its existence was still a closely held secret life began with the accession of his third brother public
brother,Explanation,secret,Expressor,that he was not expected to succeed to the throne after his brother king agis ii of knowledge
brother,Medium,secret,Use,public life began with the accession of his third brother books book secret agent 666 aleister crowley
brother,Explanation,secret,Place,collectivist anarchists oppose all private ownership were said to have a secret literature see would not seek revenge against her over his brother s
brother,Event,secret,Time,such complete secret languages are conception that paris was a coward and not the man his brother hector was common
brother,Group,secret,Time,such complete secret languages are of agamemnon and his brother ownership of the means of production
brother,Domain,secret,Individuals,and took ginsberg and his brother eugene to party meetings of albania by secret ballot army
brother,Individuals,secret,Domain,and catalan for slang is a secret language used by various leaving his brother junius with army
brother,Group,secret,Rate,in which the royal couple was hidden in a secret panic room hidden behind the mirror in periodic agamemnon and his brother
brother,Medium,secret,Place,public life began with the accession of his third brother secret publication public life began with the accession of his third brother
brother,Place,secret,Creator,his brother mustafa to live at the old palace the room contained an entrance to a secret passage leading out
brother,Origin,secret,Context_of_acquaintance,conclude all of his brother s affairs bell took over his last experiments were shortlived due to harassment by the tsarist secret police
brother,Circumstances,secret,Figure,of the british secret service and associated closely with ernest munch the brother of his former teacher
brother,Communicator,secret,Place,and brother had all been associated with work on elocution and contacts with the confederate secret contact
brother,Particular_iteration,secret,Medium,mentioning his brother has been proposed to on allegorical interpretations based on a secret apostolic tradition
brother,Direction,secret,Landmark_event,outbreaks of previously his brother s that case poirot apparently came to the attention of the british secret service
brother,Maleficiary,secret,Result,of his brother manuel in the spectacular spiderman 200 may 1993 is erased and the reestablishment of spiderman s secret identity
brother,Means,secret,Agent,by his brother abdul aziz french writer anquetil du perron from the persian translation of prince dara shikoh entitled unk the great secret
brother,Instrument,secret,Explanation,murdered the children of his twin brother thyestes and fed them to him after major role in detecting their secret
brother,Events,secret,Participant,brother to unk the first woman in ancient history by the same writer is also searchable
brother,Place,secret,Cause,practices including vegetarianism and claimed to have found the secret of living to 200 his brother s
brother,Aggregate_property,secret,Container_possessor,his brother eugene to tribe the recipe for this poison was a household secret that differed from family
brother,Circumstances,secret,Explanation,name of his brother the central black belt named was nt used in public pronouncements because its existence was still a closely held secret
brother,Intermediary,secret,Place,wicklund wrote this common secret may to her brother wicklund wrote this common secret may to her brother
brother,Place,secret,Time,was the maintenance of the internal comma in a british organisation of secret agents in writing for racially segregated schools
brother,Aggregate_property,secret,Domain,his brother eugene to population and catalan for slang is a secret language used by various
brother,Place,secret,Result,that none might learn their secret seek revenge against her over his brother s that none might learn their secret
brother,Aggregate_property,secret,Individuals,the state did not redraw election districts as population his brother eugene to of albania by secret ballot
brother,Explanation,secret,Particular_iteration,as well as sixty the secret of purifying gold or concede this prerogative of their brother was the sin of miriam and aaron
brother,Means,secret,Purpose,by his even more reactionary brother charles x of the republic of albania by secret ballot
brother,Depictive,secret,Result,as predicted by hector with upon his brother s that none might learn their secret breath
brother,Instrument,secret,Particular_iteration,murdered the children of his twin brother thyestes and fed them to him after discovered the secret of purifying gold
brother,Container_possessor,secret,Individuals,but he showed his party loyalty by participating in almost all votes and making by his brother party of albania by secret ballot
brother,Phenomenon,secret,Communicative_force,life began with the accession of his third brother the discovery was kept secret and the public
brother,Time,secret,Investigator,case poirot apparently came to the attention of the british secret service in words like father and brother with special unk
brother,Activity,secret,Place,by supporting the claims to island of his brother of ludwig kraus developed the first audi 100 in secret authority of the us
brother,Frequency,secret,Explanation,lincoln realized allegations include resemblance to a big brother organization importance top secret information will require use of either the 192 or
brother,Time,secret,Purpose,hooker who was brother of mark antony and supported by lee of the republic of albania by secret ballot
brother,Explanation,secret,Goal,which reveals the location of unk and other secret laid who was from medina as a brother in faith
brother,Time,secret,Explanation,apparently to prevent queen draga s brother being reputation was nt used in public pronouncements because its existence was still a closely held secret
brother,Intermediary,secret,Time,her brother was the maintenance of the internal comma in a british organisation of secret agents called tears of splendor
brother,Genre,secret,Place,which she described as the faculty that identifies and integrates secret material she wrote to ginsberg s brother eugene
brother,Containing_event,secret,Result,larval breeding may allow continuation of a population that would otherwise of his brother that none might learn their secret
brother,Agent,secret,Purpose,it was released in 1924 by his brother of the republic of albania by secret ballot
brother,Genre,secret,Use,thompson writes a letter book secret agent 666 aleister crowley she wrote to ginsberg s brother eugene
brother,Goal,secret,Explanation,general kirby smith in texas was informed by jefferson davis that he could expect no further with his brother s of a secret language
brother,Aggregate,secret,Container_possessor,the recipe for this poison was a household secret that differed from family tribes only recorded one album together as the analog brothers
brother,Aggregate,secret,Individuals,of albania by secret ballot of the communist tribes and took ginsberg and his brother eugene to party meetings
brother,Aggregate,secret,Domain,and catalan for slang is a secret language used by various tribes in the world with over 450 brothers in the solomon islands
declare,Evaluation,school,Parameter,anarchism is often defined as a political philosophy counties can declare themselves dry the state college be undesirable
declare,Container_possessor,school,Relative_location,adherents of the austrian school can come from any part can declare themselves dry the state does not sell alcohol in those areas view
declare,Circumstances,school,Container_possessor,anarchist school on a set of predefined primitive types but allows users to declare their own types
declare,Circumstances,school,Constituent_parts,school schools on a set of predefined primitive types but allows users to declare their own types
declare,Container_possessor,school,Organization,and form the confederacy to an anarchist who argued that the school as an institution is dysfunctional for unk learning and serves the creation
declare,Category,school,Type_property,it is even possible to declare several different access classes at an art school it is even possible to declare several different access
declare,Event,school,Explanation,the reason rieux does not declare himself earlier is that he wishes to seem to have extended beyond the establishment of a court school
declare,Domain,school,Container_possessor,the annales school is a set of predefined primitive types but allows users to declare their own types
declare,Circumstances,school,Time,school is that and had the senate declare that her birth date was a date of bad omen
declare,Landmark,school,Time,he was hired as a master at the collegiate school in leicester to declare that he knew nothing
declare,Evaluation,school,State,counties can declare themselves dry the back to 1896 when the school was named the tempe normal school
declare,Aggregate,school,Container_possessor,school power to decide the direction of domestic and foreign policy approve or amend the constitution declare war on another state came to power
declare,Person,school,Origin,he wrote to pope innocent ii to declare himself and the kingdom police for graduate school
declare,Circumstances,school,Use,on a set of predefined primitive types but allows users to declare their own types school
declare,Unit,school,Multiplier,separate school district southern slave states to declare their secession from the union and form the confederacy
declare,Multiplier,school,Unit,ending the game any player may declare the game over at any time during his turn if either of two for three years
declare,Person,school,Employer,seven police unk medical school plans to begin enrolling the he wrote to pope innocent ii to declare himself and the kingdom
declare,Unit,school,Precision,systems of school education two southern slave states to declare their secession from the union and form the confederacy
declare,Circumstances,school,Explanation,it improper for us to declare immediately responsible formal education at miss guyer s girls school in torquay
declare,Individuals,school,Mass,nursing and health related programs to its new unk medical school campus of nearly a historically declare the party a mix of socialism
declare,Place,school,Explanation,people inside and outside the anarchist movement to declare an to enrolling undergraduates in fall 2008
declare,Place,school,Activity,people inside and outside the anarchist unk medical school plans to to declare an unk medical school plans to use the slogan
declare,State,school,Parameter,that it will jail anyone who does not participate in the census or refuse to declare his or her ethnicity state college
declare,Medium,school,Genre,to arthur lee who was in madrid trying to persuade the spanish government to declare an open alliance accounts of divinity or school metaphysics
declare,Profiled_region,school,Landmark,declare an two medical schools aureus university school of medicine and xavier university school of medicine
declare,Result,school,Body,was the signal for seven southern slave states to declare their secession from the union and form the confederacy locally municipal governments and school
declare,Individuals,school,Denoted_quantity,much subba rao of harvard medical school but its correct structure was not determined until historically declare the party a mix of socialism
declare,Relative_location,school,Container_possessor,counties can declare themselves dry the state does not sell alcohol in those areas a unk charter school for unk children in
declare,Landmark_event,school,Event,graduating from high school in the crimea at 16 after four years he decided to declare himself king
declare,Landmark_event,school,Distance,postwar years anarchism sought to reorganize itself albert catholic school is named after four years he decided to declare himself king
declare,Part,school,Whole,had the right to nullify declare void the tariff legislation of 1828 fulton school of engineering including five individual programs ranked in the
declare,Person,school,Context_of_acquaintance,anarchist as a unk grammar school he wrote to pope innocent ii to declare himself and the kingdom
declare,Place,school,Circumstances,promoted to declare several not be conducive to their progressive approach to education and considered establishing the school in nearby philadelphia instead
declare,Evidence,school,Explanation,agents although one school of thought assigns the dorian invasion to this time who used to declare that he knowledge
declare,Domain,school,Individuals,of predefined primitive types but allows users to declare their own types will be a priority of the school army
declare,Q_prop,school,Mass,to declare many the school has been highly influential in setting the agenda for historiography in france and
declare,Medium,school,Author,his school to arthur lee who was in madrid trying to persuade the spanish government to declare an open alliance
declare,Origin,school,Person,s dance school does not participate in the census or refuse to declare his or her ethnicity
declare,Q_prop,school,Degree,many are used to treat asd symptoms that interfere with integrating a child into home or school when behavioral treatment fails to declare
declare,Medium,school,Beneficiary,to arthur lee who was in madrid trying to persuade the spanish government to declare an open alliance life of their school
declare,Profiled_region,school,Time,aviation school in jeddah in 1999 declare an to perform better cognitively than those with autism
declare,Medium,school,Particular_iteration,admission secondary school has been proposed to senate declare that her birth date was a date of bad omen
declare,Type,school,Constituent_parts,according to which a 1000 fine will be imposed on anyone who will declare an ethnicity other than fulton school of engineering including five
declare,Particular_iteration,school,Medium,and aristotelian texts by the kindi school were that it had the right to nullify declare void the tariff legislation of 1828 about the
declare,Event,school,Place,the university will include a medical school and a school the reason rieux does not declare himself earlier is that he
declare,Intermediary,school,Communicator,school to pope innocent ii to declare himself and the kingdom servants of the church the viewer
declare,Place,school,Particular_iteration,capital a denotes to declare an admission secondary school back unrounded vowel and lowercase a denotes the open front unrounded vowel
declare,Intermediary,school,Medium,unk rodrigo unk wrote to pope innocent ii to declare himself and the kingdom servants of the church
declare,Q_prop,school,Individuals,the state legislature gerrymandered to declare few language school s in the arab world and other muslim countries
declare,Q_prop,school,Quantity,school into a model of excellence and to declare few birmingham legislative seats to ensure election by persons living outside birmingham
declare,Person,school,Type,of the english high school in 1901 student he wrote to pope innocent ii to declare himself and the kingdom
declare,Evidence,school,Expressor,he contributed to almost every field who used to declare that he as rosenwald school s then
declare,Container_possessor,school,Members,province eliminated this right for public school boards found the ayn rand society and form the confederacy
declare,Multiplier,school,Precision,systems of school education ending the game any player may declare the game over at any time during his turn if either of two
declare,Individuals,school,Degree,unk and other anarchist schools much scholars do not historically declare the party a mix of socialism
declare,Circumstances,school,Place,it improper for us to declare immediately text that were so their schools in other countries to enroll at glasgow to learn under smith
discipline,Instrument,omit,Result,though he received 277 of the 300 the creative arts art as discipline are a collection of disciplines that produce artworks art cast omit
place,Parameter,south,State,became part of the solid south which holds the state state became part of the solid south
place,Parameter,south,Evaluation,anarchism is often defined as a political philosophy the south argued that each state state be undesirable
